Otic enhancers,,,,,,Nearest gene associated to,,,,,RNA seq expression data,,,,,,,,,,,Significant TFBS identified by RSAT
Enhancer ID,Chr,Start,End,width,Strand details,Gene name,Ensembl gene id,Gene locus,location of enhancer to gene associated,Distrance to gene associated,NP_FPKM,aPPR_FPKM,pPPR_FPKM,NNE_FPKM,APD_FPKM,IPD_FPKM,ss56_OEDP_FPKM,ss89_otic_FPKM,ss12_otic_FPKM,ss3_whole embryo_FPKM,foldchange ss89/ss3,TFBS found
9027,15,1063755,1064083,329,+,COMT,ENSGALG00000002024,15:1027923-1042008,downstream,35831,10.3458,13.8139,10.7507,7.79463,21.4798,12.0702,9.2647,11.3904,14.0041,14.0108,0.81297285,"Six4, Irx4, Irx2, Irx5, Six1_optimised, Gata5, Pax2, Pax6.1, Ets, Pax-2, Gata3.2, HIF1, HIF1"
29400a,9,18838789,18839885,1097,-,FNDC3B,ENSGALG00000009222,9:18782568-18904995,inside,66206,8.8794,10.1899,10.7179,16.386,15.6707,18.0175,10.6574,7.27933,10.6902,8.99403,0.809351314,"PLZF, RREB1, Pou2f1, Pou2f1, Pax6.2, Prrx1, Pou2f1, Pou2f1, Tcf1, Hoxa1, Hoxc9, Sox2, Dlx5, RUNX1, Six1_optimised, Prrx1, Pax7, Lhx5, Hoxa1, Emx2, RREB1, Hbp1, Pou2f1, Pou2f1, Pax7, RREB1, Gbx1, TEAD1, Lhx5, Emx2, SALL1, SALL1, Lmx1a, Lmx1a, SALL1, Tcf1, Znf143, Lhx5, Lhx9, Pax6.2, Pax6.2, Sox13, Hlxb9, Dlx5, Sox3, Lmx1b, FOXO3, Sox13, Foxk1, Lhx5, Prrx1, Lhx9, Lhx4, Lhx4, Lhx5, Six1, Foxk1, Lhx4, RBP-Jkappa, Pax6.2, Prrx1, CHX10_vsx2_, Sox2"
29405,9,18916523,18916866,344,-,FNDC3B,ENSGALG00000009222,9:18782568-18904995,upstream,-11528,8.8794,10.1899,10.7179,16.386,15.6707,18.0175,10.6574,7.27933,10.6902,8.99403,0.809351314,"GATA3.1, Six1, Gata5"
29406a,9,18926102,18927344,1243,-,FNDC3B,ENSGALG00000009222,9:18782568-18904995,upstream,-21107,8.8794,10.1899,10.7179,16.386,15.6707,18.0175,10.6574,7.27933,10.6902,8.99403,0.809351314,"Hbp1, Foxk1, Emx2, Lhx9, Pbx, Lhx5, Alx4, Lmx1a, Alx4, Prrx1, Pax7, HIF1, HIF1, Lmx1b, CREB.2, Sox3, TTF-1_Nkx2-1_, Hoxa1, Pax6.2, PLZF, Foxk1, EBF, RREB1, RREB1, Foxk1, Pbx, Six1_optimised, Lmx1b, RBP-Jkappa, Arnt, Pax7, Hoxa2, Lhx5, Hdx, Hmx3, Lmx1a, Tax_CREB.1, Tax_CREB.2, Gbx2, EBF, Gata5, Hmx1, RUNX1, Gbx1, Foxk1, EBF1, EBF1, NR3C1"
1735,1,49532958,49533144,187,-,TEF,ENSGALG00000011958,1:49520861-49536052,inside,3094,28.2155,29.6331,27.3908,25.1743,41.8269,38.7105,17.6487,17.3185,21.9424,21.5146,0.804965001,"Pax6.1, Six1, Tcf1, RFX"
25750,6,22906115,22906917,803,+,WBP1L,ENSGALG00000026326,6:22901372-22923088,inside,4742,13.6244,26.2531,19.5487,56.1717,27.3303,28.1512,25.5433,21.9768,19.8996,27.4676,0.800099026,"Gata3.2, Sox2, Six4, Pitx2, PR, Ar, Gata5, Dmbx1, Dmbx1, Pax6.1, REST, Gata3.2, Rfx3, Ets, RUNX1, Six1_optimised, Otx2, Otx2, Pax6.1, Sox6"
6363,10,16311076,16311599,524,-,IGF1R,ENSGALG00000007039,10:16180773-16320955,inside,9879,10.3459,10.4759,9.82326,18.7068,16.86,13.3188,6.3976,6.99532,9.5791,8.77214,0.797447373,"REST, TEAD1, AP1.2, RREB1, Six1_optimised, RUNX1, Bach2, Erg, Osf2, Ikaros, AP1.1, Six1, Pax6.1, Elk4"
27501,7,34277082,34277259,178,+,KIF5C,ENSGALG00000012462,7:34274370-34333241,inside,2711,26.0185,19.3567,19.2902,15.1642,19.6559,23.0339,21.8543,17.4963,20.4213,21.9724,0.79628534,"RREB1, RUNX1, Mybl1, Six1_optimised, Pax6.1, PR, Mybl1"
24915,6,2015140,2016552,1413,+,BMPR1A,ENSGALG00000002003,6:2035726-2074031,upstream,-20587,17.1842,22.8512,20.2716,30.7235,27.4003,29.1071,8.66829,10.8353,11.2275,13.669,0.792691492,"Six1_optimised, STAT1, Irf6, Irf6, Sox5, Gata3.2, Mtf1, PR, SALL1, RREB1, Klf7, Mafb, Rfx3, Dlx5, Mtf1, Sox13, Hdx, NR3C1, TFAP2A, TEAD1, PLZF, Ar, STAT, Hoxc9, TFAP2A, RBP-Jkappa, Mrg1, Hoxa2, Tcfap2e, WT1, Znf143, NR3C1, Irf6, Irf6, Hoxa2, Sox6, HIF1, HIF1, HIF1, HIF1, Six1, Hoxa1, Tcf1, Sox13, Sox2, RFX, STAT1, NFKB1, NFKB1"
16583,3,31210633,31211327,695,+,FAM82A1,ENSGALG00000010554,3:31217050-31257735,upstream,-6418,0.215901,0.390381,0.30155,1.30173,0.595488,0.466784,0.294558,0.3689,0.445257,0.467158,0.789668592,"Six1_optimised, FOXP1, TFAP2A, TFAP2A, TFAP2A, Znf143, Mtf1, Zic3, Zic3, TFAP2A, Zic3, Sox3, TFAP2A, Sox3, WT1, RXRA, Zic3, Ikaros, HIF1, HIF1"
14070a,2,128243428,128244215,788,-,RNF19A,ENSGALG00000016041,2:128216565-128236212,upstream,-7216,22.1377,34.9969,25.4221,35.7352,59.7007,33.8825,21.7568,15.866,17.2621,20.2717,0.782667463,"Arnt, Pitx2, Ehf, Etv6, GLI, GLI, Otx2, Otx2, Arnt, Klf7, AR, ESR2, REST, Etv5, Erg, Pitx1, Sox2, Arnt, Etv1, NR3C1, Sox8, Elk4, ESR2, RREB1, RUNX1, TEAD1, Sox5, Max, Sox30, Hmx3, Tcf1, Tcf1, Pax2, Etv4, Pitx1, Mrg1, Max, FOXO3, Six1_optimised, Gata3.2, Sox6, AR, Lmx1b, Tcf7l2, Hmx1"
29078a,9,10823535,10823983,449,-,PLOD2,ENSGALG00000006783,9:10968805-11018998,downstream,195463,27.8534,25.6972,26.4385,34.5393,28.2902,28.1446,23.2014,20.8978,21.3146,26.7191,0.782129638,"TEAD1, Six1, STAT1"
26447a,7,8717528,8718775,1248,+,SLC39A10,ENSGALG00000007777,7:9056253-9171575,upstream,-338726,16.6879,17.9287,20.2575,12.7813,20.6994,21.1372,11.9384,8.09397,9.79484,10.3682,0.780653344,"Six1_optimised, Pax6.2, RBP-Jkappa, Hoxa2, EBF1, Tcf1, Lhx4, PLZF, Gata5, EBF, CHX10_vsx2_, Hoxa2, Hoxa1, ESR2, Hoxa1, Hoxc9, REST, Pax6.2, Foxk1, Lhx4, PLAG1, Lhx5, Prrx1, NR3C1, Hoxa2, Lmx1a, Hoxa1, FOXO3, Hmx3, Lhx5, Pou2f1, Pou2f1, Lhx9, Tcf1, Gata5, Lmx1b, Lmx1b, Lmx1a, RREB1"
5763,1,194563988,194564464,477,-,ENSGALG00000017324,ENSGALG00000017324,1:194556990-194560451,upstream,-3537,7.56456,6.34598,6.43918,6.02325,8.45716,11.3078,13.9292,19.6419,15.7821,25.176,0.780183508,"Sox2, Six1_optimised, Pax-2, Sox6, Sox3, TEAD1, Six1_optimised, Ikaros"
16925a,3,40134521,40134962,442,-,ENSGALG00000011180,ENSGALG00000011180,3:40114800-40162988,inside,28467,3.5069,5.62122,6.0352,6.56843,7.40755,7.74549,6.93685,4.45284,4.97835,5.72737,0.777466795,"Sox30, Six1_optimised, Foxk1, Six1, Gata5, Hmbox1, Foxk1, FOXO3, Gata3.2, DMRT3, AR, Mrg1, Foxk1, FOXO3, NR3C1, FOXO3, Foxk1, Foxk1, AR, Sox5, Sox8, PLZF, Hmx1"
1931a,1,57030166,57030837,672,-,DENND2A,ENSGALG00000012857,1:56983737-57021332,upstream,-8834,12.7097,12.1715,10.9576,10.6881,15.2408,16.1481,12.1702,12.3035,12.8709,15.8669,0.775419269,"RREB1, SALL1, RUNX1, Foxk1, RREB1, Six1_optimised, RoRalpha, HIF1, HIF1, ESR2, PLZF, Sox5, Nkx2-5, AhR, WT1, PPARG, PPARG, Sox6, CREB.2, Sox3"
13954,2,125379561,125380323,763,-,TRIQK,ENSGALG00000015927,2:125273981-125333683,upstream,-45878,3.27648,4.83609,5.01235,9.79056,4.75617,7.35819,3.34507,3.45726,6.95746,4.47756,0.772130357,"TEAD1, Emx2, Six1_optimised, PLZF, Alx4, Bbx, TFAP2A, Hoxa1, Irx2, Pax7, Prrx1, Hoxa2, Dlx5, CHX10_vsx2_, Alx4, Irx4, EBF, AR, Bbx, PLZF, DMRT3, ESR2, Lhx5, SALL1, Lmx1a, Irx5, CHX10_vsx2_"
17242a,3,47876140,47876669,530,+,ENSGALG00000012412,ENSGALG00000012412,3:47933231-48068830,upstream,-57092,35.304,33.0625,34.0737,25.7187,25.337,31.6258,20.5728,18.9657,21.3975,24.815,0.764283699,"Sox6, AP1.1, TEAD1, Bach2, Gata3.2, Six1_optimised, Znf143, AP1.2, RFX, STAT, AP1.1, RUNX1, Irx4, REST, Sox3, ESR2, CREB_ATF, Hmx1, Hmx3, Sox30"
30701,Z,41174632,41175258,627,+,DAPK1,ENSGALG00000012608,Z:41139676-41233127,inside,34955,10.419,11.5514,12.3105,10.9032,11.881,12.8574,6.20473,4.27705,6.28485,5.59848,0.763966291,"DMRT3, Six1, Six1_optimised, Sox3, DMRT3, Rfx3, Irx5, Irx2, Irx4, Six1_optimised, Hoxc9, Irx2, Six4, Bach2, Bbx, Bbx, Hdx, Sox6, Irx5"
17910,3,65457215,65458014,800,+,TRAF3IP2,ENSGALG00000015026,3:65438149-65463769,inside,19065,5.98523,12.5012,10.1612,28.0939,17.0216,16.8221,11.5083,8.43818,10.99,11.0464,0.763885067,"Prrx1, Foxk1, Prrx1, Alx4, Pou2f1, Pou2f1, Emx2, REST, Lhx4, CHX10_vsx2_, Pax7, Pax7, FOXO3, Lhx5, Hoxa1, Lhx5, Six1_optimised, Hlxb9, Emx2, Mtf1, Lmx1b, Pax6.2, Hoxa1, Alx4, Mtf1, Pax6.2, Lhx9, Lmx1a, Znf143, Lmx1b, TEAD1, Lmx1a, Hoxa2"
1363a,1,39580671,39581668,998,-,MBSP,ENSGALG00000010325,1:39497292-39614667,inside,33996,11.6134,13.4467,14.0385,14.1929,16.5457,16.8893,8.08211,7.31365,10.7443,9.61201,0.760886641,"Mafb, Dmbx1, Dmbx1, Six1_optimised, CREB_ATF, ESR2, STAT, Sox2, Pax2, Irx4, Lhx5, Pou2f1, Pou2f1, Nr2f2, Nr2f2, Hoxa2, AR, Ikaros, Irx2, STAT, Irf6, Irf6, Etv6, Sox8, Tax_CREB.1, Tax_CREB.2, Ehf, Arnt, Arnt, AR, Irx4, Sox30, Pitx2, Pitx1, Lmx1b, Irx5, Max, GLI, GLI, Tcf1, Otx2, Otx2, Sox13, Sox6, Pou2f1, Pou2f1"
8333a,13,11409928,11410658,731,-,LARP1,ENSGALG00000004001,13:11378039-11390962,upstream,-18966,80.4347,77.7188,83.8981,90.1129,69.168,76.3736,61.9599,47.3061,81.1617,62.3629,0.758561581,"Ets, Six1_optimised, Zic3, Zic3, Max, Sox3, AhR, TFAP2A, PLAG1, WT1, PLAG1, Sox6, Zic3, Ets"
14797a,20,6213296,6215065,1770,+,NCOA3,ENSGALG00000004570,20:6203700-6257441,inside,9595,9.55594,16.5656,17.5449,17.5559,14.6441,18.2523,5.6261,4.27744,5.13121,5.69409,0.751206953,"Irx5, Irx2, Alx4, FOXP1, Pax7, Bbx, SALL1, Irx4, Irx5, Tcf1, AP1.1, Pitx1, AP1.1, CHX10_vsx2_, Irx2, Esrrb, Lhx9, Lmx1a, SALL1, Irx4, WT1, PLZF, Irf6, Irf6, Lmx1b, Alx4, Hoxa1, Bbx, Nkx2-5, AP1.2, Pax-2, Pax7, Prrx1, Pax6.2, Pou2f1, Pou2f1, Gata3.2, Lmx1b, Lmx1a, STAT1, REST, Hmx3, Lmx1a, Gata3.2, Bach2, HIF1, HIF1, Irf6, Irf6, TTF-1_Nkx2-1_, Lhx5, Mybl1, Lhx5, Bbx, Lmx1b, RUNX1, Mafb, Lhx5, Osf2, Arnt, Pitx2, AP1.2, Pou2f1, Pou2f1, Six1_optimised, Zic3, Hbp1, WT1, CHX10_vsx2_, RUNX1, Pax6.2, Arnt, GATA3.1, Sox8, Bbx, Hoxa1, Lhx9, Pax6.1, Sox13, RoRalpha, Lhx5, Sox3, Lmx1b, PR, Hmbox1, Ar, PPARG, PPARG"
14705,20,2540462,2540711,250,-,CBFA2T2,ENSGALG00000003096,20:2514608-2564510,inside,24048,20.011,13.782,12.5845,8.35268,10.1994,9.66196,19.2923,19.7715,16.861,26.3791,0.74951382,Six1_optimised
19375a,4,1023357,1024212,856,-,EFNB1,ENSGALG00000004537,4:1004237-1019700,upstream,-3657,96.6359,77.5467,83.0905,72.904,89.0014,138.169,137.333,94.5901,164.21,126.731,0.746384862,"NFKB1, NFKB1, Max, Pitx1, NFKB1, NFKB1, NFKB1, NFKB1, FOXO3, RBP-Jkappa, Sox6, Mtf1, PLAG1, Pitx2, NFKB1, NFKB1, HIF1, HIF1, Arnt, Hoxc9, EBF1, Otx2, Otx2, RBP-Jkappa, Foxk1, Six4, PLAG1, WT1, NFKB1, NFKB1, Six1_optimised, TTF-1_Nkx2-1_, AR, PR, PPARG, PPARG, Ikaros"
19372,4,996701,997551,851,-,EFNB1,ENSGALG00000004537,4:1004237-1019700,downstream,22999,96.6359,77.5467,83.0905,72.904,89.0014,138.169,137.333,94.5901,164.21,126.731,0.746384862,"Hoxc9, Dlx5, CHX10_vsx2_, Hoxa2, Hoxa1, Hlxb9, HIF1, HIF1, TFAP2A, Hoxa2, TFAP2A, CHX10_vsx2_, EBF1, EBF1, Otx2, Otx2, Pitx2, NR3C1, Emx2, Emx2, Hoxa1, Lhx9, Zic3, Gbx2, Dlx5, Gbx2, Tcfap2b, Tcfap2b, CREB.2, CREB_ATF, Dlx5, Prrx1, Ikaros, Bach2, Tcfap2b, Tcfap2b, Pax6.2, RXRA, Arnt, Six1_optimised, Lhx5, TFAP2A, TFAP2A, CREB.2, Hmx1, Hlxb9, Emx2, Tcfap2c, Tcfap2c, Tax_CREB.1, Tax_CREB.2, Prrx1, Hlxb9, Ehf, Emx2, RFX, Lmx1a, Tcfap2b, Tcfap2b, Pax2, Lmx1b, Pitx1, Bach2, Lhx9, Znf143, Esrrb, PLAG1, REST, Pbx, Alx4, AhR"
24358a,5,43573497,43574745,1249,-,CCDC88C,ENSGALG00000010715,5:43520944-43605797,inside,32300,19.4091,22.7903,24.2625,32.9654,28.3527,26.6622,18.8545,19.5168,22.6973,26.1662,0.74587827,"Arnt, WT1, Znf143, TFAP2A, Pax6.1, Hmx1, Hmx3, Ets, Sox8, Tcfap2b, Tcfap2b, Tcf7l2, Six1_optimised, Sox6, Hdx, Sox6, Six1_optimised, Hmx3, TFAP2A, Hmx1, Gata5, Bbx, Lhx4, RBP-Jkappa, SALL1, Etv6, Sox30, Bbx, RUNX1, REST"
24360,5,43583477,43583778,302,-,CCDC88C,ENSGALG00000010715,5:43520944-43605797,inside,22320,19.4091,22.7903,24.2625,32.9654,28.3527,26.6622,18.8545,19.5168,22.6973,26.1662,0.74587827,"TFAP2A, SALL1, TFAP2A, Six1_optimised, Tcfap2e"
24605a,5,49797980,49798697,718,+,AMN,ENSGALG00000011391,5:49791745-49808855,inside,6234,0.188361,0.412671,0.152338,0.566272,0.184632,0.125787,0.185652,0.185916,0.255667,0.24955,0.745005009,"CREB.2, Six1_optimised, PLAG1, ESR2, Etv1, REST, Mtf1, RREB1, PLAG1, Emx2, REST, RFX, CREB_ATF, Tax_CREB.1, Tax_CREB.2, Irx2"
14994,20,13355498,13355816,319,+,ENSGALG00000020877,ENSGALG00000020877,20:13348290-13349111,downstream,7207,1.05552,0.930394,1.01546,0.772909,1.08594,2.22355,1.94896,1.49953,1.5334,2.01964,0.742473906,"Sox5, RREB1, Alx4, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, RREB1, Arnt, Sox13, Lhx9, Max, Pou2f1, Pou2f1, CHX10_vsx2_, PLZF, Six1, Max, Tax_CREB.1, Tax_CREB.2, Lhx5, ESR2, HIF1, HIF1, Sox8, Hoxc9, GATA3.1, Max, Hoxa2, Lmx1b, PLZF, CHX10_vsx2_, Max, Lmx1b, Emx2, Lmx1a, Lmx1a, Sox6"
14995,20,13373636,13373874,239,+,ENSGALG00000020877,ENSGALG00000020877,20:13348290-13349111,downstream,25345,1.05552,0.930394,1.01546,0.772909,1.08594,2.22355,1.94896,1.49953,1.5334,2.01964,0.742473906,"Arnt, Six1_optimised, Ets, Pax2, Etv5, ESR2, Znf143, Erg"
16.65,1,47943470,47946301,2832,+,ENSGALG00000011747,ENSGALG00000011747,1:47926958-48009693,inside,16511,20.2793,13.996,12.7383,17.9013,11.2233,10.2484,6.4807,11.9871,13.8474,16.1893,0.740433496,"HIF1, HIF1, CREB_ATF, WT1, PLAG1, Dmbx1, Dmbx1, Mtf1, AhR, Pax2, Tcf1, CREB.2, RBP-Jkappa, Hmbox1, FOXP1, Pitx2, CREB.2, WT1, Klf7, PPARG, PPARG, Tax_CREB.1, Tax_CREB.2, RREB1, TTF-1_Nkx2-1_, FOXO3, Otx2, Otx2, CREB_ATF, WT1, HIF1, HIF1, Pax-2, Pax6.1, Klf7, Lmx1a, Hdx, Ar, Pax-2, REST, CREB.2, Znf143, CREB_ATF, Mtf1, TTF-1_Nkx2-1_, WT1, Irx4, Foxk1, REST, RREB1, HIF1, HIF1, HIF1, HIF1, Lmx1a, PR, Pitx1, Sox8, Irx5, WT1, Tcf1, Pax-2, Tax_CREB.1, Tax_CREB.2, Bach2, GATA3.1, GATA3.1, Foxk1, Klf7, AR, Max, Max, Pax-2, RREB1, Hoxc9, Klf7, Tax_CREB.1, Tax_CREB.2, REST, FOXO3, CIZ, HIF1, HIF1, HIF1, HIF1, Lhx5, WT1, WT1, REST, Arnt, Tcf1, Pax6.1, HIF1, HIF1, Six1, CHX10_vsx2_, Hmbox1, Lhx9, Sox3, Etv5, Foxk1, Etv1, Hmbox1"
1667a,1,47953750,47955026,1277,+,ENSGALG00000011747,ENSGALG00000011747,1:47926958-48009693,inside,26791,20.2793,13.996,12.7383,17.9013,11.2233,10.2484,6.4807,11.9871,13.8474,16.1893,0.740433496,"CREB.2, Pax-2, WT1, TFAP2A, Sox3, Klf7, WT1, AhR, Pax-2, Klf7, CREB_ATF, Ar, WT1, Tcfap2b, Tcfap2b, Sox6, Zic3, TTF-1_Nkx2-1_, REST, Klf7, Six1_optimised, HIF1, HIF1, Tcfap2e, CREB.2, Tcfap2e, Pax2, TFAP2A, TFAP2A, TFAP2A, REST, Bach2, PLAG1, Six4, WT1, RREB1, Pax6.1, Tcfap2e, Hoxc9, PLAG1, Tcfap2b, Tcfap2b, CREB.2, Irf6, Irf6, WT1, WT1, Tcfap2c, Tcfap2c, PLAG1, AhR, Tcfap2c, Tcfap2c, Pax2, Six1_optimised, HIF1, HIF1, REST, Pax2, Tcfap2e, Tax_CREB.1, Tax_CREB.2, RXRA, RXRA, WT1, HIF1, HIF1, Ehf, Tax_CREB.1, Tax_CREB.2"
17035,3,43277156,43277532,377,-,QKI,ENSGALG00000011555,3:43397389-43529207,downstream,252051,84.9664,75.1272,81.5958,86.3822,92.2966,96.4957,50.1376,45.766,69.6553,62.1216,0.736716376,"Six1, Six1_optimised, Six4, Dmbx1, Dmbx1, Ikaros, GLI, GLI, AP1.1"
18218a,3,74658563,74659864,1302,+,BACH2,ENSGALG00000015605,3:74768581-74811042,upstream,-110019,2.76013,3.04402,2.82287,6.81479,5.18826,5.36872,2.00858,1.55593,3.63212,2.12737,0.731386642,"FOXP1, FOXP1, FOXP1, FOXP1, Foxk1, EBF, FOXO3, CIZ, Lmx1a, Six1, Lhx5, Lmx1b, REST, FOXO3, Pax6.1, Tcf1, Lmx1a, CIZ, Sox3, Hmx3, Ehf, Gata3.2, Lmx1b, FOXO3, Pax6.1, AR, Hmx1, Foxk1, PLZF, HIF1, HIF1, Gata3.2, Hoxc9, Sox30"
18219a,3,74673729,74674869,1141,+,BACH2,ENSGALG00000015605,3:74768581-74811042,upstream,-94853,2.76013,3.04402,2.82287,6.81479,5.18826,5.36872,2.00858,1.55593,3.63212,2.12737,0.731386642,"TEAD1, RREB1, AP1.2, STAT1, Hdx, Six1_optimised, AP1.2, AhR, Zic3, Tcfcp2l1, STAT1, Pax-2, Zic3, AP1.1, PR, RREB1, Hbp1, Pax-2, Tcf7l2, PR, TFAP2A, Bach2, Bach2, AhR, AP1.1, Hdx, WT1, Osf2, CREB_ATF, HIF1, HIF1, RREB1"
25596a,6,20132886,20133264,379,-,CYP26C1,ENSGALG00000023751,6:20116051-20123525,upstream,-9361,115.12,70.2501,76.0057,1.22153,146.306,194.466,82.9582,66.7209,88.8287,91.4157,0.729862595,"Nkx2-5, PPARG, PPARG, CHX10_vsx2_, Sox30, Hoxa2, PPARG, PPARG, Dlx5, ESR2, Hoxa1, Six1_optimised, Lhx4, Pitx1, Foxk1"
20372a,4,30551818,30552702,885,+,SMAD1,ENSGALG00000009977,4:30583396-30608810,upstream,-31579,15.3601,43.9621,36.8302,41.5365,44.8752,41.5017,26.3682,24.7348,33.3438,33.9304,0.728986396,"TEAD1, Hbp1, Sox30, CHX10_vsx2_, RoRalpha, REST, Hlxb9, Sox8, Hoxa1, Six1_optimised, Klf7, CHX10_vsx2_, WT1, Hmbox1, Mafb, Lhx5, Pax-2, HIF1, HIF1, Hoxa2, WT1, SALL1, Lmx1b, Emx2, Hoxc9, Pax7, STAT, Lmx1a, Hoxa2, Arnt, CREB_ATF, Pax-2, Hoxa1, Foxk1, Lhx5, Lmx1a"
8354,13,12377047,12377479,433,-,GPX3,ENSGALG00000004521,13:12336944-12488448,downstream,2435,3.06046,10.4332,6.04021,9.99372,18.2826,11.4122,6.43497,6.3488,12.5387,8.75505,0.725158623,"Six4, CIZ, Lmx1a, Pax6.2, Hoxa1, Pou2f1, Pou2f1, Lhx9, Hoxa2, Hoxc9, Six1_optimised, Foxk1, Lmx1b, Lmx1a, Mybl1, Lmx1b, RoRalpha, Alx4, Lmx1a, Mafb, CHX10_vsx2_, Lmx1b, Lhx5, AhR, Pou2f1, Pou2f1, Lhx5, Lhx5, Hlxb9, RXRA, Tax_CREB.1, Tax_CREB.2, Sox6"
23442a,5,22652637,22653350,714,+,CKAP5,ENSGALG00000008325,5:22697837-22753210,upstream,-45201,57.4895,55.6653,58.8663,61.1034,73.246,79.7427,39.5121,31.7918,41.0119,44.0226,0.722169976,"RREB1, Otx2, Otx2, Pitx2, Pax2, RREB1, Sox30, Six1, RREB1, AP1.1, Sox3, Emx2, Hmx3, Hbp1, AP1.2, Bach2, Hmx1, AP1.2, SALL1"
23444a,5,22691576,22692754,1179,+,CKAP5,ENSGALG00000008325,5:22697837-22753210,upstream,-6262,57.4895,55.6653,58.8663,61.1034,73.246,79.7427,39.5121,31.7918,41.0119,44.0226,0.722169976,"TFAP2A, Tcfcp2l1, TFAP2A, WT1, AhR, TFAP2A, Tcfcp2l1, FOXO3, Klf7, Zic3, WT1, Sox3, TFAP2A, TFAP2A, AP1.1, Foxk1, RREB1, WT1, Zic3, HIF1, HIF1, EBF1, WT1, WT1, WT1, WT1, Tcfap2b, Tcfap2b, EBF, Bach2, Zic3, NR3C1, EBF, Klf7, Tcfap2b, Tcfap2b, Six1, Tcfap2e, Ets, EBF, Sox30, Klf7"
16558a,3,30298105,30298564,460,-,TJAP1,ENSGALG00000010385,3:30291571-30302170,inside,4065,11.2984,10.7729,10.8628,11.284,12.5755,11.96,8.74031,7.97569,8.77296,11.0784,0.719931579,"RREB1, Sox3, Six1_optimised, FOXO3, Pax6.2, PLZF, Erg, Lhx9"
13562a,2,114211241,114212912,1672,-,CYP7B1,ENSGALG00000015512,2:114093262-114114645,upstream,-96596,4.56109,4.9075,4.38325,10.6344,6.37493,5.31106,3.24206,2.31769,2.15133,3.23661,0.716085658,"Zic3, Ar, Zic3, Zic3, RREB1, Zic3, TFAP2A, TFAP2A, Zic3, WT1, WT1, Zic3, Bach2, Klf7, Mtf1, WT1, RUNX1, Zic3, Zic3, EBF1, EBF1, AhR, STAT, TFAP2A, TFAP2A, TFAP2A, WT1, Pax-2, Pax2, Tcfap2b, Tcfap2b, TFAP2A, TFAP2A, TFAP2A, Osf2, HIF1, HIF1, Tcfap2b, Tcfap2b, Zic3, WT1, WT1, Znf143, PR, Max, Zic3, RFX, EBF, EBF, AR, Six1, Zic3, AR, Max, WT1, Dmbx1, Dmbx1, PLAG1, RREB1, NFKB1, NFKB1"
17972a,3,67282243,67283353,1111,+,PDSS2,ENSGALG00000015313,3:67259778-67378577,inside,22464,31.4001,23.5575,25.822,24.5974,26.7758,28.45,14.6963,14.1332,12.1577,19.7399,0.715971206,"Six1_optimised, Tcfap2e, Sox3, Tcfap2e, Hoxa1, Lhx4, Foxk1, FOXO3, FOXO3, Nr2f2, Nr2f2, PLAG1, Hoxa2, PLAG1, Esrrb, Six4, Tcfap2c, Tcfap2c, Lmx1a, TTF-1_Nkx2-1_, CHX10_vsx2_, Osf2, Pou2f1, Pou2f1, Tcfap2c, Tcfap2c, Foxk1, Pax7, Nkx2-5, Rfx3, AR, Pax2, Alx4, FOXO3, Hoxa2, Sox3, Irx4, ESR2, Mtf1, Arnt, Irx5, Irx2, CHX10_vsx2_, RREB1, Hmbox1, CREB.2, Sox6, ESR2, Irx4, Nkx2-5, Six1, Prrx1, Lhx9, Tcfcp2l1, Mybl1, Pax-2, Lhx5, Sox2"
20670a,4,38292320,38293257,938,-,TET2,ENSGALG00000010592,4:38256306-38277565,upstream,-14755,2.99894,4.17057,4.21405,6.88691,5.53304,5.41108,1.24674,1.73523,2.26116,2.43311,0.713173675,"WT1, FOXP1, Hmx1, Esrrb, Hmx3, Sox2, ESR2, Mafb, Esrrb, Sox3, Ikaros, Pax2, Sox6, Six1_optimised, RREB1, Sox6, RREB1, WT1, Znf143, Irx4, ESR2, PR"
22363,4,82588267,82588853,587,-,NAT8L,ENSGALG00000015696,4:82570316-82594476,inside,6209,4.43954,5.37717,6.35293,19.5826,12.5711,8.06222,5.49597,3.49009,4.27474,4.89802,0.712551194,"PPARG, PPARG, Sox6, REST, RXRA, Esrrb, RXRA, Sox13, Pax2, Six1_optimised, Mrg1, Znf143, Tcfap2b, Tcfap2b, Sox30"
24872a,6,667694,668446,753,-,BICC1,ENSGALG00000001847,6:262484-518973,upstream,-207779,4.41139,6.70718,5.68437,7.38759,8.2149,8.37989,3.5189,3.46988,4.23436,4.87204,0.712202691,"TEAD1, Nr2f2, Nr2f2, Tcf7l2, Znf143, Sox13, Gbx1, Sox5, Tcfap2b, Tcfap2b, RREB1, Etv5, Bbx, Ets, Hdx, RBP-Jkappa, Klf7, WT1, WT1, Sox5, RXRA, Six1, RFX, Mrg1, RXRA"
24767,5,55932152,55932516,365,-,PELI2,ENSGALG00000012124,5:55845441-55909365,upstream,-22787,15.3874,10.1398,10.5729,9.29076,15.8919,21.5232,7.25351,7.51437,8.94562,10.5913,0.709485143,"Six1, Pou2f1, Pou2f1, Pax-2, Hoxa2, Dlx5, Ehf, Prrx1, Hoxa2, Hoxa1, Hoxc9, Emx2, Hlxb9"
